"","ServiceStationName","Address"
"1","Metro Petroleum Ballina","323 River Street, BALLINA NSW 2478"
"6","BP North Ballina","Bungalow ROAD, North Ballina NSW 2478"
"10","Metro Fuel","36-38 Lane Cove Rd, RYDE NSW 2112"
"12","Metro Lane Cove","533,Mowbray Rd, Lane Cove NSW 2066"
"13","Caltex Villawood","276 Miller Road, Villawood NSW 2144"
"14","Randwick Petroleum","88 Clovelly Rd, RANDWICK NSW 2031"
"17","METRO HURLSTONE PARK","13 Canterbury Road, CANTERBURY NSW 2193"
"20","Metro Tuggerah","150 Pacific Hwy, TUGGERAH NSW 2259"
"22","Metro Petroleum Cootamundra","111 Sutton St, COOTAMUNDRA NSW 2590"
"24","Metro Petroleum Bexley North","307-309 Bexley Rd, BEXLEY NORTH NSW 2207"
"27","Metro Crown St Wollongong","394 Crown St, WOLLONGONG NSW 2500"
"28","Metro Fuel Cliftleigh","80 Main Road, Cliftleigh NSW 2321"
"30","Independent Ulmarra","55 Pacific Highway, Ulmarra NSW 2462"
"32","Metro Petroleum Tarro","107 Anderson Drive, TARRO NSW 2322"
"34","Metro Marrickville","103 Sydemham Road, Marrickville NSW 2204"
"35","Speedway Arncliffe","32 Princes Hwy, Arncliffe NSW 2205"
"36","Metro Tempe","531 Princes Hwy, TEMPE NSW 2044"
"37","Metro Cessnock","102 Wollombi Rd, CESSNOCK NSW 2325"
"39","Metro Gosford","57 Central Coast Highway, West Gosford NSW 2250"
"42","Metro Bonnyrigg","709 Cabramatta Road, Bonnyrigg NSW 2177"
"43","Metro Sandgate","61 Maitland Road, SANDGATE NSW 2304"
"45","BP ROADHOUSE WALLABADAH","3055 New England Highway, WALLABADAH NSW 2343"
"47","BP Tomingley","Newell Highway, Tomingley NSW 2869"
"51","Metro Epping","30 Bridge Street, EPPING NSW 2121"
"52","Metro North Wyong","6b 1-10 Amy Close, WYONG NSW 2259"
"54","BP McGraths Hill","126 Windsor Rd, MCGRATHS HILL NSW 2756"
"58","Metro Fuel Haberfield","163-165 Parramatta Rd, HABERFIELD NSW 2045"
"60","Metro Revesby","6,Doyle Rd, Revesby NSW 2210"
"63","Metro Fuel Bellambi","209-211 Rothery St, Bellambi NSW 2518"
"67","Metro Petroleum Bellbird","380 Wollombi Rd, BELLBIRD NSW 2325"
"69","Metro Fuel Young","186 Nasmyth St, Young NSW 2594"
"82","Pearl Energy Bathurst","146 William Street, BATHURST NSW 2795"
"86","United Petroleum Tamworth","419-437 Goonoo-Goonoo Road, Tamworth NSW 2340"
"87","Speedway Haberfield","273 Parramatta Rd, Haberfield NSW 2045"
"89","Budget Petrol","37 Crystal St., Petersham NSW 2049"
"90","BP Smeaton Grange","1 Dunn Road, Smeaton Grange NSW 2567"
"92","Gas to connect","54c Fairfield Road, GUILDFORD WEST NSW 2161"
"96","West Yagoona BP","740 Hume Highway, Yagoona NSW 2199"
"100","Caltex Kelso","19 Sydney Road, KELSO NSW 2795"
"101","Metro Fuel Marrickville","93-99 Addison Road, Marrickville NSW 2204"
"103","Vignes Independent Petroleum","28 Sawtell Rd, TOORMINA NSW 2452"
"105","Caltex Granville","144 Parramatta Rd, GRANVILLE NSW 2142"
"106","Caltex Star Mart Bonnyrigg","Smithfield Rd, Cnr Elizabeth Drive, BONNYRIGG NSW 2177"
"107","Westside Kenthurst","86 Kenthurst Road, Kenthurst NSW 2156"
"109","Budget Campsie","403 Canterbury Road, Campsie NSW 2194"
"112","Westside Doonside","13-15 Doonside Rd, Doonside NSW 2767"
"116","Mobil Fuel North Haven","Shop 1 531 Ocean Dr, NORTH HAVEN NSW 2443"
"118","Metro Petroleum Earlwood","281 Homer St, EARLWOOD NSW 2206"
"121","Caltex Woolworths Windsor","11 Macquarie Street, Windsor NSW 2756"
"125","Caltex Woolworths Richmond","Cnr Lennox & East Market Streets, Richmond NSW 2753"
"129","BUDGET PETROL BEXLEY ROAD CAMPSIE","65 Bexley Rd, Campsie NSW 2194"
"130","Metro Pendle Hill","229 Wentworth Avenue, Pendle Hill NSW 2145"
"131","Metro Fuel North Avalon","662-664 Barrenjoey Rd, North Avalon NSW 2107"
"134","United Petroleum Orange South","176-178 Peisley Street, ORANGE NSW 2800"
"138","United Petroleum Maitland","Les Darcy Drive, Maitland NSW 2320"
"139","Metro Petroleum Goulburn","62-68 Clinton Street, GOULBURN NSW 2580"
"141","Caltex Bombala Depot","1 High Street, BOMBALA NSW 2632"
"142","Riverview Service Centre","595 Ocean Dr, NORTH HAVEN NSW 2443"
"143","BP Seven Hills","154-156 Prospect Hwy, Seven Hills NSW 2147"
"146","BP Woy Woy","57 Ocean Beach Road, Woy Woy NSW 2256"
"148","BP Quakers Hill","450 Quakers Hill Pkw, Quakers Hill NSW 2763"
"152","United Petroleum Orange","174 Woodward Street, Orange NSW 2800"
"155","Caltex Woolworths Prospect","360 Flushcombe Road, Prospect NSW 2148"
"159","Caltex Woolworths Dural","532 Old Northern Road, Dural NSW 2158"
"163","7-Eleven Bligh Park","735 George Street, Bligh Park NSW 2756"
"166","Caltex Starmart Punchbowl","1285-1289 Canterbury Rd, PUNCHBOWL NSW 2196"
"170","Caltex Miller","86 Cartwright Avenue, MILLER NSW 2168"
"174","Caltex Star Mart Chatswood","572 Pacific Hwy, Chatswood NSW 2067"
"178","Caltex Starmart Lakemba","516 Punchbowl Rd, LAKEMBA NSW 2195"
"182","Budget Petrol Eastlakes","102 Maloney St, Eastlakes NSW 2018"
"185","BP Salt Ash","Corner Richardson Road and Nelson Bay, SALT ASH NSW 2318"
"190","BP Allambie Heights","132 Allambie road, Allambie Heights NSW 2100"
"194","7-Eleven Marsden Park","861 Richmond Road, MARSDEN PARK NSW 2765"
"198","Caltex Woolworths Rosemeadow","3 Thomas Rose Drive, Rosemeadow NSW 2560"
"202","Shell Wandandian","2720 Princes Highway, WANDANDIAN NSW 2540"
"206","7-Eleven Werrington","Lot 122 Dunheved Road, Werrington NSW 2747"
"209","Caltex Merrylands","150 Woodville Rd, MERRYLANDS NSW 2160"
"213","Caltex Muswellbrook (Sydney St)","12-16 Sydney Street, MUSWELLBROOK NSW 2333"
"214","Caltex Ambarvale","37 Woodhouse Dr Cnr Wickfield St, Ambarvale NSW 2560"
"218","Caltex North Penrith","2 Lugard St, PENRITH NSW 2750"
"222","Caltex Muswellbrook (Maitland Rd)","84-86 Maitland St, MUSWELLBROOK NSW 2333"
"226","Caltex Penrith","153 Coreen Ave Cnr Castlereagh Rd, Penrith NSW 2750"
"230","Caltex Mt Victoria","36 Great Western Highway, MOUNT VICTORIA NSW 2786"
"233","Caltex Rutherford West","387 New England Hwy, RUTHERFORD NSW 2320"
"237","Caltex Cambridge","Lot 6 Star Court, CAMBRIDGE PARK NSW 2747"
"240","MOBIL LAKE ALBERT","53 Gregory Cres, LAKE ALBERT NSW 2650"
"241","BP Morisset","50 Alliance Avenue, Morisset NSW 2264"
"242","Metro Londonderry","486 Londonderry Rd, LONDONDERRY NSW 2753"
"244","United Petroleum Yass","275-279 Comur Street, Yass NSW 2582"
"248","Coles Express Kooragang","130 Cormorant Rd (Po Box 222), Kooragang NSW 2304"
"249","7-Eleven Castle Hill","255 -257 Old Northern Road, Castle Hill NSW 2154"
"252","Metro Petroleum Liverpool","64 Orange Grove Rd, WARWICK FARM NSW 2170"
"256","Independent Kempsey","103 Smith ST, Kempsey NSW 2440"
"258","7-Eleven Killara","494 Pacific Hwy, Killara NSW 2071"
"261","7-Eleven Lindfield","238 Pacific Highway, Lindfield NSW 2070"
"264","7-Eleven Kensington","131 Anzac Parade & Todman Avenue, Kensington NSW 2033"
"268","7-Eleven Kensington","110 Anzac Parade & Goodwood Street, Kensington NSW 2033"
"271","BP Condell Park","228 Edgar Street, Condell Park NSW 2200"
"274","BP Auburn","179 Parramatta Road, Auburn NSW 2144"
"278","Metro Bexley","630 Forest Road, BEXLEY NSW 2207"
"279","BP Blackheath","257-263 Great Western Hwy, BLACKHEATH NSW 2785"
"282","United Petroleum Kempsey","154 Belgrave Street, Kempsey NSW 2440"
"286","United Petroleum East Maitland","250 Newcastle Road, East Maitland NSW 2323"
"291","United Petroleum Viney Creek","Lot 12, 51 Pacific Highway, Viney Creek NSW 2324"
"295","BP Coffs Harbour","380 Pacific Hwy, Coffs Harbour NSW 2450"
"299","United Bulahdelah","9999 Pacific Hwy, BULAHDELAH NSW 2423"
"302","Caltex Vincentia","153 Elizabeth Dr, Vincentia NSW 2540"
"306","Independent Pitt Town","24 Chatham Rd, Pitt Town NSW 2756"
"307","Prime Earlwood","108 Homer St, Earlwood NSW 2206"
"308","Metro Petroleum South Hurstville","928-930 King Georges Road, BLAKEHURST NSW 2221"
"313","Metro Bankstown","110 Canterbury Rd, BANKSTOWN NSW 2200"
"316","Metro Belmore","607 Canterbury Road, Belmore NSW 2192"
"321","7-Eleven Emu Plains","126-128 Old Bathurst Road & Corner Russell Street, Emu Plains NSW 2750"
"324","7-Eleven Regentville","36 Mulgoa Road, Regentville NSW 2745"
"327","7-Eleven Jamisontown","92 Mulgoa Road & Batt Street, Jamisontown NSW 2750"
"330","7-Eleven Emu Plains","49-51 Great Western Highway, Emu Plains NSW 2750"
"333","United Petroleum Cowra","10 Kendal Street, Cowra NSW 2794"
"337","United Petroleum Tomerong","Lot 6 Princes Highway, Tomerong NSW 2540"
"340","United Petroleum Wyee","Main Rd & Summer Hayes Road, Wyee NSW 2259"
"343","United Petroleum Metford","114 Chelmsford Drive, Metford NSW 2325"
"346","United Petroleum Beresfield","261 Anderson Drive, Beresfield NSW 2322"
"349","United Petroleum Whittingham","Lot 2 New England Highway, Whittingham NSW 2330"
"352","United Petroleum Singleton","59 John Street, Singleton NSW 2330"
"355","United Petroleum Taree","56 Victoria Street, Taree NSW 2430"
"358","United Petroleum Cobargo","39-53 Princes Highway, Cobargo NSW 2550"
"360","United Petroleum Wyoming","459 Pacific Hwy, WYOMING NSW 2250"
"363","United Petroleum Junee","126-130 Broadway St, JUNEE NSW 2663"
"368","7-Eleven Toukley","287 Main Street, Toukley NSW 2263"
"372","Caltex Werrington","Dunheved Road, WERRINGTON NSW 2747"
"376","Metro Ourimbah","161-163 Pacific Hwy, Ourimbah NSW 2258"
"378","7-Eleven Blacktown","354 Corner Flushcombe Road & Myrtle Street, Blacktown NSW 2148"
"380","United Petroleum Dubbo","Cnr Fitzroy & Cobra Streets, Dubbo NSW 2830"
"384","United Petroleum Sutton","1542 Federal Highway Service Road, Sutton NSW 2620"
"392","Caltex Bega Depot","36 Lagoon Street, BEGA NSW 2550"
"394","United Petroleum Mayfield","40 Industrial Drive, Mayfield NSW 2304"
"398","United Jennings","Border Roadhouse 1823 New England Hwy, JENNINGS NSW 4383"
"400","United Petroleum Kemps Creek","1465-1467 Elizabeth Drive, Kemps Creek NSW 2178"
"403","Metro Orange( Bathurst Road)","68 Bathurst Road, ORANGE NSW 2800"
"407","BP Shalvey","481 Luxford Road, Shalvey NSW 2770"
"410","Metro Petroleum St Marys","516-526 Great Western Hwy, ST MARYS NSW 2760"
"415","shell cromer","189 South Creek Road, CROMER NSW 2099"
"420","Independent Guyra","2 Lagoon St, Guyra NSW 2365"
"421","Caltex Wallacia","2510 Silverdale Road, Wallacia NSW 2745"
"424","Budget Freshwater","119 Harbord Rd, Freshwater NSW 2096"
"425","United Petroleum Merewether","Cnr Patrick & Watkins Streets, Merewether NSW 2291"
"428","United Petroleum Marrangaroo","Great Western Hwy, MARRANGAROO NSW 2790"
"431","United Petroleum Lethbridge Park","400 Luxford Road, Lethbridge Park NSW 2770"
"434","7-Eleven East Maitland","35 Melbourne St, EAST MAITLAND NSW 2323"
"435","United Petroleum Budgewoi","67-71 Scenic Drive, Budgewoi NSW 2262"
"439","United Petroleum Wagga Wagga","122 Hammond Avenue, Wagga Wagga NSW 2650"
"443","BP Boolaroo","No 6 Main Road, Boolaroo NSW 2284"
"445","Independent Glenreagh","49 Caramba St, Glenreagh NSW 2450"
"447","Independent Kearsley","18 Allandale St, Kearsley NSW 2325"
"450","Mobil Tumut","70-72 Capper Street, TUMUT NSW 2720"
"451","Caltex Marsden Park","875 Richmond Rd, MARSDEN PARK NSW 2765"
"455","Budget Earlwood","200 Homer St, Earlwood NSW 2206"
"456","United Petroleum North Wyong","359 Pacific Highway, North Wyong NSW 2259"
"460","METRO SUNNYHOLT RD BLACKTOWN","7 148 Sunnyholt Road, BLACKTOWN NSW 2148"
"462","Independent Lismore","46 Wyrallah Rd, Lismore NSW 2480"
"463","Coles Express Colyton","88-90 Great Western Highway, Colyton NSW 2760"
"464","Metro Fuel Williamtown","3 Williamtown Dr, Williamtown NSW 2318"
"465","Liberty Lismore","113 Union st, Lismore NSW 2480"
"466","Carey bay servo","42 Ambrose Street, CAREY BAY NSW 2283"
"467","Mobil Appin","136 Appin Road, APPIN NSW 2560"
"471","Metro Petroleum Blacktown","65-69 Richmond Rd, BLACKTOWN NSW 2148"
"473","United Petroleum Wilberforce","539 Wilberforce Rd, WILBERFORCE NSW 2756"
"479","BP Engadine","963 Old Princes Hwy, Engadine NSW 2233"
"480","Starlite Power Wyee","105 Wyee Road, WYEE NSW 2259"
"484","Caltex Woolworths Rutherford","300 New England Highway, Rutherford NSW 2320"
"487","Caltex Woolworths Park Beach Plaza","Pacific Hwy (Park Beach Plaza), Coffs Harbour NSW 2450"
"489","Caltex Woolworths Glendale","Stockland Drive (Stockland Shopping Centre), Glendale NSW 2285"
"492","Caltex Woolworths Edgeworth","736-742 Main Road, Edgeworth NSW 2285"
"495","7-Eleven Minchinbury","1042 Great Western Highway, Minchinbury NSW 2770"
"499","7-Eleven Colyton","104 Great Western Highway & Bennett Road, Colyton NSW 2760"
"503","7-Eleven Minchinbury","Lot 3 Great Western Highway (Cnr John Hines Ave), Minchinbury NSW 2770"
"507","7-Eleven Rooty Hill","Corner Evans & 108 Rooty Hill Roads, Rooty Hill NSW 2766"
"510","7-Eleven Eastern Creek","Lot 16 - 25 Great Western Highway, Eastern Creek NSW 2766"
"514","BP South Grafton","26 Skinner Street, South Grafton NSW 2460"
"517","BP West Wollongong","438 Crown St, West Wollongong NSW 2500"
"518","Caltex West Wollongong","505 Crown St, West Wollongong NSW 2500"
"519","Caltex Woolworths Emu Heights","132 Old Bathurst Road, Emu Plains NSW 2750"
"523","Caltex Woolworths Goonellabah","2 Simeoni Drive, Goonellabah NSW 2480"
"526","United Petroleum Bathurst","35 William Street, Bathurst NSW 2795"
"530","BP North Richmond","3 Bells Line Of Road, NORTH RICHMOND NSW 2754"
"532","Westside Petroleum Junee","1 Illabo Road, Junee NSW 2663"
"534","Mobil Muswellbrook","49-51 Maitland St, MUSWELLBROOK NSW 2333"
"537","Independent West Pymble","45 Yanko Road, West Pymble NSW 2073"
"540","Metro Fuel Berkeley Vale","Lot 4 Tumbi Creek Rd, Berkeley Vale NSW 2261"
"543","7-Eleven Glendale","397 Main Rd, CARDIFF NSW 2285"
"545","Caltex Woolworths Emu Plains","283 Great Western Hwy (Cnr Russell St), Emu Plains NSW 2750"
"548","Caltex Woolworths Glenmore Park","Cnr. Glenmore Parkway & Main Street, Glenmore Park NSW 2745"
"557","Caltex Ermington","560-562 Victoria Road, ERMINGTON NSW 2115"
"558","Caltex East Maitland","Newcastle St & William St, EAST MAITLAND NSW 2323"
"559","United Michelago","1 Ryrie Street, MICHELAGO NSW 2620"
"560","Budget Petrol Matraville","553 Bunnerong Road, Matraville NSW 2036"
"564","Budget Petrol Chippendale","66-70 Regent Street, CHIPPENDALE NSW 2008"
"567","Independent Merimbula","Cnr of Arthur Kaine Drive and Dunns Lane, MERIMBULA NSW 2548"
"568","METRO SOUTH BATHURST","45 Bant Street, SOUTH BATHURST NSW 2795"
"572","United Petroleum Grafton South","Pacific Hwy & Heber Street, GRAFTON SOUTH NSW 2460"
"573","United Glen Innes","Corner of New England Highway & Grafton Street, Glen Innes NSW 2370"
"574","United Petroleum Leeton","110 Kurrajong Avenue, Leeton NSW 2705"
"578","United Petroleum Woolgoolga","58 Clarence Street, Woolgoolga NSW 2456"
"579","United Petroleum Mullaway","2910 Pacific Highway, Mullaway NSW 2456"
"580","United Petroleum Lismore","16 Ballina Rd, Lismore NSW 2480"
"581","Caltex Banksmeadow","1-3 Penrhyn Rd, BANKSMEADOW NSW 2019"
"587","Caltex Hexham","360 Old Maitland Rd Cnr Pacific Hwy, Hexham NSW 2322"
"588","SANDGATE SELF SERVE","162 Maitland Road, SANDGATE NSW 2304"
"589","Caltex Wamberal","656-658 THE ENTRANCE ROAD, WAMBERAL NSW 2260"
"590","Caltex Windsor South","741 George St, Windsor South NSW 2756"
"594","Caltex Luddenham","19 The Northern Rd, Luddenham NSW 2745"
"595","Lowes Orange","76-82 Persley Street, Orange NSW 2800"
"597","Coles Express Hunters Hill","4 Ryde Rd, Hunters Hill NSW 2110"
"603","Coles Express Doonside","427 Bungarribee Road, Doonside NSW 2767"
"607","Coles Express St Helens Park","Lot 201 Appin Road, St Helens Park NSW 2560"
"611","Coles Express Marsden Park","920 Richmond Rd, Marsden Park NSW 2765"
"615","Coles Express Merrylands","398 Merrylands Rd (Cnr Fowler Rd), Merrylands NSW 2160"
"619","Coles Express Baulkham Hills","4 Century Circuit, Baulkham Hills NSW 2153"
"620","Caltex Wagga Wagga","7 Lake Albert Road, EAST WAGGA WAGGA NSW 2650"
"628","Caltex Port Macquarie","12-14 Bolwarra Rd, PORT MACQUARIE NSW 2444"
"629","Ultra Randwick","345 Avoca Street, RANDWICK NSW 2031"
"630","Ultra Manly","209 Pittwater Road, Manly NSW 2095"
"631","BP Boambee","601 Pacific Hwy, Boambee NSW 2450"
"635","7-Eleven Penrith South","15-19 Aspen Street, Penrith South NSW 2750"
"639","7-Eleven Penrith","30 Henry Street, Penrith NSW 2750"
"643","7-Eleven Kingswood","127 Great Western Highway (Corner Morley Avenue), Kingswood NSW 2747"
"647","Coles Express Glendale","593 Main Rd, Glendale NSW 2285"
"650","Coles Express Wollongong West","434 Crown St, Wollongong West NSW 2500"
"653","Metro Berkeley","57 Winnima Way, BERKELEY NSW 2506"
"654","Independent Appin","71 Appin Road, Appin NSW 2560"
"655","BP Haberfield","95-97 Ramsay St, HABERFIELD NSW 2045"
"658","Puma Wetherill Park","449 Victoria St, WETHERILL PARK NSW 2164"
"664","Caltex Coffs Harbour","Cnr Pacific Hwy & Halls Rd, Coffs Harbour NSW 2450"
"669","Coles Express Dubbo","131-133 Cobra St (Cnr Fitzroy St), Dubbo NSW 2830"
"672","Coles Express Lavington","575 Wagga Rd, Lavington NSW 2641"
"674","Coles Express Dubbo","Whylandra St & Victoria St, Dubbo NSW 2830"
"676","Coles Express Grafton","91 Bent St (Cnr Spring St), Grafton NSW 2460"
"679","Caltex Woolworths Green Hills","Molly Morgan Drive (Stockland Green Hills), East Maitland NSW 2323"
"680","Caltex Woolworths Raymond Terrace","39-41 Port Stephens Rd (Cnr Bourke St), Raymond Terrace NSW 2324"
"682","Coles Express Rutherford","118 New England Hwy, Rutherford NSW 2320"
"685","United Petroleum Coffs Central","165 Pacific Highway, Coffs Central NSW 2450"
"686","United Petroleum Coffs Harbour","316 Harbour Drive, Coffs Harbour NSW 2450"
"687","BP WAGGA WAGGA","180 Edward St, WAGGA WAGGA NSW 2650"
"688","Coffs Harbour South Foodary","399 Pacific Highway, Coffs Harbour NSW 2450"
"692","Caltex Coolongolook","Cnr Pacific Hway & Midge St, COOLONGOLOOK NSW 2423"
"694","Caltex Orange Diesel Stop","91 Elsham Avenue, ORANGE NSW 2800"
"696","Puma Energy Marsden Park","65 Garfield Road West & Richmond Road, Marsden Park NSW 2765"
"699","Coles Express Yagoona","112 Rookwood (Cnr Brunker) Rds, Yagoona NSW 2199"
"702","Coles Express Padstow","19 Davies Road, Padstow NSW 2211"
"705","Puma Energy Rutherford","Cnr Brooks St & New England Highway, Rutherford NSW 2320"
"708","Independent Boggabri","11 Grantham Street, Boggabri NSW 2382"
"711","Caltex Gosford West","283 Manns Rd Cnr Merinee Rd, Gosford West NSW 2250"
"712","Coles Express Bass Hill","884-888 Hume Hwy (Cnr Strickland St), Bass Hill NSW 2197"
"714","Caltex Woolworths Glenrose","60 Glenn Street, Belrose NSW 2085"
"715","Caltex Woolworths Vincentia","Cnr Naval College Rd & Moona Creek Rd, Vincentia NSW 2540"
"716","Caltex Woolworths Tumut","29-37 Fitzroy St (Cnr Herlihy St), Tumut NSW 2720"
"721","Caltex Glen Innes","Cnr Church Street & Meade Street, GLEN INNES NSW 2370"
"724","Coles Express North Richmond","75-78 Bells Line Of Road, NORTH RICHMOND NSW 2754"
"727","Coles Express Smithfield","678 The Horsley Drv (Cnr Cumberland Hwy), Smithfield NSW 2164"
"730","Caltex McDougalls Hill","4949 New England Hwy, McDougalls Hill NSW 2330"
"731","Caltex Raymond Terrace North","40 Richardson Rd, RAYMOND TERRACE NSW 2324"
"732","Caltex Lavington","436 Wagga Rd Cnr Dick Rd, Lavington NSW 2641"
"733","Caltex Nabiac","3964 Wallanbah Road, NABIAC NSW 2312"
"737","Caltex Starmart Concord","87-89 Parramatta Rd, CONCORD NSW 2137"
"738","Caltex Kensington","211-213 Anzac Parade, KENSINGTON NSW 2033"
"739","Caltex Gloucester","141 Church Street, GLOUCESTER NSW 2422"
"742","Caltex Wagga Wagga","56 Docker St, WAGGA WAGGA NSW 2650"
"743","Caltex Tamworth Orana","21 White St Cnr Marius St, Tamworth NSW 2350"
"744","Caltex Pendle Hill","602-606 Great Western Hwy, Pendle Hill NSW 2145"
"745","Caltex Gosford West","30A Pacific Hwy, Gosford West NSW 2250"
"747","Caltex Woolworths Kooringal","265-267 Lake Albert Rd, KOORINGAL NSW 2650"
"748","Caltex Starmart Homebush","334-336 Parramatta Rd, HOMEBUSH WEST NSW 2140"
"749","Caltex Orange","70- 74 Summer Street, ORANGE NSW 2800"
"750","Caltex Star Mart Tempe","775 Princes Hwy, TEMPE NSW 2044"
"752","Caltex Gosford West","69-71 Pacific Highway, Gosford West NSW 2250"
"753","Caltex Woolworths Randwick","2 Alison Rd, RANDWICK NSW 2031"
"754","Caltex Star Mart Dee Why","793-797 Pittwater Rd, DEE WHY NSW 2099"
"755","Caltex Strathfield South","600 Liverpool Rd, STRATHFIELD SOUTH NSW 2136"
"756","Caltex Albury North","79 Union Road, NORTH ALBURY NSW 2640"
"757","Caltex Merimbula","19-25 Merimbula Drive, Merimbula NSW 2548"
"758","Caltex Kemps Creek","1163 Mamre Rd, Kemps Creek NSW 2178"
"759","Caltex Starmart Narellan","NARELLAN RD CNR MAXWELL PL, NARELLAN NSW 2567"
"760","Caltex Star Mart Dubbo","Cobra Street Cnr Brisbane Street, DUBBO NSW 2830"
"761","Caltex Starmart Brookvale","740-742 Pittwater Rd, BROOKVALE NSW 2100"
"762","Caltex Lightning Ridge","Cnr Onyx St, LIGHTNING RIDGE NSW 2834"
"763","Caltex South Nowra","100 Princes Hwy Cnr Browns Rd, South Nowra NSW 2541"
"764","Coles Express Gilgandra","Portion 101 Newell Highway (Cnr Tooraweenah Road), Gilgandra NSW 2827"
"765","Coles Express Rouse Hill","43 Panmure Rd (Cnr Windsor Road), Rouse Hill NSW 2155"
"768","BP Greystanes","2-4 Kippax St, Greystanes NSW 2145"
"771","7-Eleven Rutherford","319 New England Highway, 319 New England Highway, RUTHERFORD NSW 2320"
"779","Caltex Woolworths Charlestown","93 Pacific Highway, Charlestown NSW 2290"
"780","Caltex Woolworths West Ryde","924 Victoria Rd, WEST RYDE NSW 2114"
"781","Caltex Woolworths Katoomba","52 Great Western Hwy (cnr Albion St), Katoomba NSW 2780"
"783","Caltex Woolworths Vineyard","1432 Windsor Rd (cnr Woodlands St), Vineyard NSW 2765"
"784","Alliance Petroleum Pty Ltd","15 Glastonbury Ave, UNANDERRA NSW 2526"
"786","BP Sans Souci","518 Rocky Point Road, Sans Souci NSW 2219"
"789","BUDGET PETROL MASCOT","1004 Botany Rd., Mascot NSW 2020"
"792","Caltex Taree South","Cnr Manning River Dr & Glenthorne, Taree South NSW 2430"
"794","Metro Fuel Frenchs Forest","663 Warringah Road, Forestville NSW 2087"
"796","Independent Wee Waa","45 Boolcarrol Road, Wee Waa NSW 2388"
"800","Caltex Woolworths Granville","158 Clyde Street (Cnr Redfern St), Granville NSW 2142"
"801","Caltex Woolworths Woolooware","449 Captain Cook Drive, Woolooware NSW 2230"
"803","Caltex Woolworths Bonnyrigg","100 Bonnyrigg Avenue, Bonnyrigg NSW 2177"
"804","Caltex Woolworths Leichardt","774 Parramatta Road, Lewisham NSW 2049"
"805","Caltex Woolworths Menai","Cnr Allison Cres & Old Menai Road, Menai NSW 2234"
"806","Caltex Woolworths Roselands","218 King Georges Road, Roselands NSW 2196"
"807","Caltex Woolworths Fairfield Heights","163 The Boulevarde (Cnr Pery St), Fairfield Heights NSW 2165"
"808","Caltex Woolworths Burwood","400 Parramatta Road, Burwood NSW 2134"
"810","Caltex Woolworths Miranda","Cnr The Kingsway & Port Hacking Road, Miranda NSW 2228"
"811","Metro Petroleum Forestville","656 Warringah Road, FORESTVILLE NSW 2087"
"814","Metro Fuel Killarney Heights","702-704 Warringah Road, Forestville NSW 2087"
"816","Caltex Star Mart Broken Hill","73-87 Oxide Street, BROKEN HILL NSW 2880"
"817","Coles Express Jamisontown","Mulgoa Road & Wolseley Road, Jamisontown NSW 2750"
"821","Matilda Muswellbrook","42-50 Sydney St, MUSWELLBROOK NSW 2333"
"824","Coles Express Leppington","1443 Camden Valley Way, Leppington NSW 2171"
